ontology,go_id,go_name,root_node,n_chips,total_probe_memberships,semantic_preblock_go_id,semantic_preblock_n_terms,semantic_preblock_ic,semantic_preblock_method,semantic_preblock_id,semantic_preblock_name,semantic_cluster_id,semantic_block_id,semantic_block_name,cluster_method,semantic_similarity_cutoff,semantic_block_n_terms
BP,GO:0045931,positive regulation of mitotic cell cycle,biological_process,2,32,GO:0000278,45,4.5809212083105315,go_ancestor_prepartition,BP_GO_0000278,mitotic cell cycle,BP_GO_0000278_3,BP_GO_0000278,mitotic cell cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0000902,cell morphogenesis,biological_process,2,69,GO:0000902,40,4.826310368572061,go_ancestor_prepartition,BP_GO_0000902,cell morphogenesis,BP_GO_0000902_singleton_1,BP_GO_0000902,cell morphogenesis,singleton_one_term,0.7,1
BP,GO:0001568,blood vessel development,biological_process,2,34,GO:0001568,33,4.799408948088548,go_ancestor_prepartition,BP_GO_0001568,blood vessel development,BP_GO_0001568_1,BP_GO_0001568,blood vessel development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3
BP,GO:0035904,aorta development,biological_process,2,14,GO:0001568,33,4.799408948088548,go_ancestor_prepartition,BP_GO_0001568,blood vessel development,BP_GO_0001568_1,BP_GO_0001568,blood vessel development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3
BP,GO:0060841,venous blood vessel development,biological_process,1,5,GO:0001568,33,4.799408948088548,go_ancestor_prepartition,BP_GO_0001568,blood vessel development,BP_GO_0001568_1,BP_GO_0001568,blood vessel development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3
BP,GO:0001775,cell activation,biological_process,1,9,GO:0001775,99,4.245973943391636,go_ancestor_prepartition,BP_GO_0001775,cell activation,BP_GO_0001775_1,BP_GO_0001775,cell activation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2
BP,GO:0042118,endothelial cell activation,biological_process,2,13,GO:0001775,99,4.245973943391636,go_ancestor_prepartition,BP_GO_0001775,cell activation,BP_GO_0001775_1,BP_GO_0001775,cell activation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2
BP,GO:0010573,vascular endothelial growth factor production,biological_process,1,7,GO:0001816,63,4.29764884434745,go_ancestor_prepartition,BP_GO_0001816,cytokine production,BP_GO_0001816_1,BP_GO_0001816,cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2
BP,GO:0032905,transforming growth factor beta1 production,biological_process,1,6,GO:0001816,63,4.29764884434745,go_ancestor_prepartition,BP_GO_0001816,cytokine production,BP_GO_0001816_2,BP_GO_0001816,cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2
BP,GO:0001817,regulation of cytokine production,biological_process,2,58,GO:0001817,60,4.305716657369863,go_ancestor_prepartition,BP_GO_0001817,regulation of cytokine production,BP_GO_0001817_1,BP_GO_0001817,regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7
BP,GO:0032479,regulation of type I interferon production,biological_process,2,18,GO:0001817,60,4.305716657369863,go_ancestor_prepartition,BP_GO_0001817,regulation of cytokine production,BP_GO_0001817_1,BP_GO_0001817,regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7
BP,GO:0032649,regulation of interferon-gamma production,biological_process,2,15,GO:0001817,60,4.305716657369863,go_ancestor_prepartition,BP_GO_0001817,regulation of cytokine production,BP_GO_0001817_1,BP_GO_0001817,regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7
BP,GO:0032675,regulation of interleukin-6 production,biological_process,2,19,GO:0001817,60,4.305716657369863,go_ancestor_prepartition,BP_GO_0001817,regulation of cytokine production,BP_GO_0001817_1,BP_GO_0001817,regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7
BP,GO:0032651,regulation of interleukin-1 beta production,biological_process,1,6,GO:0001817,60,4.305716657369863,go_ancestor_prepartition,BP_GO_0001817,regulation of cytokine production,BP_GO_0001817_2,BP_GO_0001817,regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7
BP,GO:0032680,regulation of tumor necrosis factor production,biological_process,2,16,GO:0001817,60,4.305716657369863,go_ancestor_prepartition,BP_GO_0001817,regulation of cytokine production,BP_GO_0001817_3,BP_GO_0001817,regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7
BP,GO:0032909,regulation of transforming growth factor beta2 production,biological_process,1,5,GO:0001817,60,4.305716657369863,go_ancestor_prepartition,BP_GO_0001817,regulation of cytokine production,BP_GO_0001817_4,BP_GO_0001817,regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7
BP,GO:0001819,positive regulation of cytokine production,biological_process,2,73,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0010575,positive regulation of vascular endothelial growth factor production,biological_process,2,36,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032729,positive regulation of interferon-gamma production,biological_process,2,83,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032733,positive regulation of interleukin-10 production,biological_process,2,36,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032735,positive regulation of interleukin-12 production,biological_process,2,34,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032736,positive regulation of interleukin-13 production,biological_process,2,24,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032740,positive regulation of interleukin-17 production,biological_process,2,31,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032743,positive regulation of interleukin-2 production,biological_process,2,52,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032747,positive regulation of interleukin-23 production,biological_process,1,6,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032753,positive regulation of interleukin-4 production,biological_process,2,28,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032754,positive regulation of interleukin-5 production,biological_process,2,12,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032755,positive regulation of interleukin-6 production,biological_process,2,92,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032757,positive regulation of interleukin-8 production,biological_process,2,71,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0071636,positive regulation of transforming growth factor beta production,biological_process,1,12,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_1,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032481,positive regulation of type I interferon production,biological_process,2,59,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_2,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032727,positive regulation of interferon-alpha production,biological_process,2,34,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_2,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032728,positive regulation of interferon-beta production,biological_process,2,44,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_2,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032722,positive regulation of chemokine production,biological_process,2,41,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_3,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0071639,positive regulation of monocyte chemotactic protein-1 production,biological_process,2,17,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_3,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,biological_process,1,8,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_3,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032731,positive regulation of interleukin-1 beta production,biological_process,2,65,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_4,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032732,positive regulation of interleukin-1 production,biological_process,2,20,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_4,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0032760,positive regulation of tumor necrosis factor production,biological_process,2,135,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_5,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:1900017,positive regulation of cytokine production involved in inflammatory response,biological_process,2,28,GO:0001819,31,4.816137340859011,go_ancestor_prepartition,BP_GO_0001819,positive regulation of cytokine production,BP_GO_0001819_6,BP_GO_0001819,positive regulation of cytokine production,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,24
BP,GO:0001656,metanephros development,biological_process,2,18,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_1,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0001822,kidney development,biological_process,2,83,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_1,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0001823,mesonephros development,biological_process,1,10,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_1,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0032835,glomerulus development,biological_process,2,15,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_1,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072126,positive regulation of glomerular mesangial cell proliferation,biological_process,1,7,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_10,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072179,nephric duct formation,biological_process,1,5,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_11,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072205,metanephric collecting duct development,biological_process,1,8,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_12,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072207,metanephric epithelium development,biological_process,1,5,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_13,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072221,metanephric distal convoluted tubule development,biological_process,1,7,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_14,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072308,negative regulation of metanephric nephron tubule epithelial cell differentiation,biological_process,1,6,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_15,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0001657,ureteric bud development,biological_process,2,39,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_2,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0035502,metanephric part of ureteric bud development,biological_process,1,5,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_2,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0001658,branching involved in ureteric bud morphogenesis,biological_process,2,26,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_3,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis,biological_process,2,17,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_3,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis,biological_process,1,5,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_4,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0003340,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,biological_process,1,6,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_4,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072108,positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,biological_process,1,5,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_4,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0032836,glomerular basement membrane development,biological_process,1,6,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_5,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0035793,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,biological_process,1,5,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_6,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072011,glomerular endothelium development,biological_process,1,5,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_7,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072015,glomerular visceral epithelial cell development,biological_process,2,10,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_8,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072112,glomerular visceral epithelial cell differentiation,biological_process,1,6,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_8,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0072104,glomerular capillary formation,biological_process,1,5,GO:0001822,26,5.586407518989158,go_ancestor_prepartition,BP_GO_0001822,kidney development,BP_GO_0001822_9,BP_GO_0001822,kidney development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0001944,vasculature development,biological_process,2,16,GO:0001944,42,4.709360824155444,go_ancestor_prepartition,BP_GO_0001944,vasculature development,BP_GO_0001944_1,BP_GO_0001944,vasculature development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0001946,lymphangiogenesis,biological_process,2,14,GO:0001944,42,4.709360824155444,go_ancestor_prepartition,BP_GO_0001944,vasculature development,BP_GO_0001944_2,BP_GO_0001944,vasculature development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0060426,lung vasculature development,biological_process,1,5,GO:0001944,42,4.709360824155444,go_ancestor_prepartition,BP_GO_0001944,vasculature development,BP_GO_0001944_3,BP_GO_0001944,vasculature development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:1904018,positive regulation of vasculature development,biological_process,1,6,GO:0001944,42,4.709360824155444,go_ancestor_prepartition,BP_GO_0001944,vasculature development,BP_GO_0001944_4,BP_GO_0001944,vasculature development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0002250,adaptive immune response,biological_process,2,240,GO:0002250,33,4.967368310582934,go_ancestor_prepartition,BP_GO_0002250,adaptive immune response,BP_GO_0002250_1,BP_GO_0002250,adaptive immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3
BP,GO:0002819,regulation of adaptive immune response,biological_process,1,6,GO:0002250,33,4.967368310582934,go_ancestor_prepartition,BP_GO_0002250,adaptive immune response,BP_GO_0002250_2,BP_GO_0002250,adaptive immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3
BP,GO:0002821,positive regulation of adaptive immune response,biological_process,1,6,GO:0002250,33,4.967368310582934,go_ancestor_prepartition,BP_GO_0002250,adaptive immune response,BP_GO_0002250_2,BP_GO_0002250,adaptive immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3
BP,GO:0002434,immune complex clearance,biological_process,1,5,GO:0002252,70,4.804064759624741,go_ancestor_prepartition,BP_GO_0002252,immune effector process,BP_GO_0002252_singleton_1,BP_GO_0002252,immune effector process,singleton_one_term,0.7,1
BP,GO:0001867,"complement activation, lectin pathway",biological_process,1,10,GO:0002253,44,4.85676254862519,go_ancestor_prepartition,BP_GO_0002253,activation of immune response,BP_GO_0002253_1,BP_GO_0002253,activation of immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0006956,complement activation,biological_process,2,37,GO:0002253,44,4.85676254862519,go_ancestor_prepartition,BP_GO_0002253,activation of immune response,BP_GO_0002253_1,BP_GO_0002253,activation of immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0006957,"complement activation, alternative pathway",biological_process,2,25,GO:0002253,44,4.85676254862519,go_ancestor_prepartition,BP_GO_0002253,activation of immune response,BP_GO_0002253_1,BP_GO_0002253,activation of immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0160257,GO:0160257,BP_UNSPECIFIED,1,12,GO:0002253,44,4.85676254862519,go_ancestor_prepartition,BP_GO_0002253,activation of immune response,BP_GO_0002253_unmapped_1,BP_GO_0002253,activation of immune response,singleton_not_in_semdata,0.7,4
BP,GO:0002265,astrocyte activation involved in immune response,biological_process,1,6,GO:0002263,25,5.840641657373398,go_ancestor_prepartition,BP_GO_0002263,cell activation involved in immune response,BP_GO_0002263_1,BP_GO_0002263,cell activation involved in immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20
BP,GO:0043308,eosinophil degranulation,biological_process,1,6,GO:0002263,25,5.840641657373398,go_ancestor_prepartition,BP_GO_0002263,cell activation involved in immune response,BP_GO_0002263_10,BP_GO_0002263,cell activation involved in immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20
BP,GO:0045063,T-helper 1 cell differentiation,biological_process,2,27,GO:0002263,25,5.840641657373398,go_ancestor_prepartition,BP_GO_0002263,cell activation involved in immune response,BP_GO_0002263_11,BP_GO_0002263,cell activation involved in immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20
BP,GO:0045064,T-helper 2 cell differentiation,biological_process,1,7,GO:0002263,25,5.840641657373398,go_ancestor_prepartition,BP_GO_0002263,cell activation involved in immune response,BP_GO_0002263_11,BP_GO_0002263,cell activation involved in immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20
